Time	X	Y	WeightA	WeightB	Acc1X	Acc1Y	Acc1Z	Gyro1X	Gyro1Y	Gyro1Z	Mag1X	Mag1Y	Mag1Z	Yaw1	Pitch1	Roll1	Acc2X	Acc2Y	Acc2Z	Gyro2X	Gyro2Y	Gyro2Z	Mag2X	Mag2Y	Mag2Z	Yaw2	Pitch2	Roll2	
62920	18,58	2,96	0,8	100,4																									
62925	18,62	2,96	0,8	100,5																									
62930	18,58	2,93	0,8	100,5																									
62935	18,59	2,91	0,8	100,5																									
62940	18,55	2,88	0,9	100,5																									
62945	18,56	2,86	0,9	100,6																									
62950	18,58	2,84	0,9	100,4																									
62955	18,52	2,84	1,0	100,3																									
62960	18,55	2,79	0,9	100,2																									
62965	18,55	2,83	0,9	100,1																									
62970	18,57	2,81	0,8	100,1																									
62975	18,53	2,85	0,9	100,1																									
62980	18,56	2,78	0,8	100,0																									
62985	18,55	2,77	0,8	100,0																									
62990	18,54	2,81	0,8	100,2																									
62995	18,55	2,74	0,7	100,3																									
63000	18,51	2,68	0,8	100,3																									
63005	18,56	2,65	0,6	100,5																									
63010	18,53	2,62	0,7	100,6																									
63015	18,52	2,60	0,7	100,6																									
63020	18,53	2,55	0,7	100,7																									
63025	18,52	2,52	0,6	100,7																									
63030	18,50	2,50	0,6	100,7																									
63035	18,51	2,49	0,6	100,7																									
63040	18,50	2,49	0,6	100,8																									
63045	18,49	2,44	0,6	100,7																									
63050	18,48	2,47	0,6	100,8																									
63055	18,49	2,44	0,6	100,8																									
63060	18,51	2,44	0,5	100,7																									
63065	18,50	2,44	0,5	100,7																									
63070	18,52	2,50	0,5	100,8																									
63075	18,52	2,46	0,5	100,8																									
63080	18,52	2,49	0,5	101,0																									
63085	18,50	2,52	0,5	101,0																									
63090	18,48	2,47	0,6	101,0																									
63095	18,48	2,46	0,5	101,0																									
63100	18,47	2,45	0,6	101,0																									
63105	18,49	2,41	0,5	100,8																									
63110	18,47	2,35	0,6	100,7																									
63115	18,47	2,36	0,6	100,6																									
63120	18,44	2,29	0,7	100,5																									
63125	18,45	2,28	0,6	100,3																									
63130	18,43	2,23	0,7	100,2																									
63135	18,42	2,17	0,7	100,1																									
63140	18,39	2,14	0,8	100,0																									
63145	18,44	2,07	0,7	99,9																									
63150	18,40	2,06	0,8	99,8																									
63155	18,44	1,95	0,7	99,8																									
63160	18,41	1,92	0,8	99,7																									
63165	18,43	1,89	0,7	99,8																									
63170	18,42	1,82	0,8	99,8																									
63175	18,43	1,81	0,8	99,9																									
63180	18,39	1,79	0,8	99,8																									
63185	18,42	1,71	0,8	99,9																									
63190	18,39	1,69	0,9	99,9																									
63195	18,41	1,66	0,9	100,0																									
63200	18,40	1,66	0,8	100,1																									
63205	18,37	1,63	0,9	100,2																									
63210	18,39	1,59	0,8	100,3																									
63215	18,39	1,59	0,8	100,4																									
63220	18,42	1,54	0,8	100,5																									
63225	18,44	1,55	0,7	100,5																									
63230	18,42	1,47	0,8	100,6																									
63235	18,41	1,44	0,8	100,6																									
63240	18,38	1,39	0,9	100,6																									
63245	18,40	1,34	0,9	100,7																									
63250	18,43	1,29	0,9	100,8																									
63255	18,40	1,25	1,0	100,8																									
63260	18,43	1,21	0,9	100,8																									
63265	18,38	1,18	1,1	100,8																									
63270	18,44	1,13	1,0	100,9																									
63275	18,38	1,07	1,1	100,9																									
63280	18,37	1,02	1,2	100,9																									
63285	18,35	0,95	1,2	100,9																									
63290	18,34	0,90	1,3	100,9																									
63295	18,32	0,86	1,4	101,0																									
63300	18,31	0,81	1,5	100,9																									
63305	18,29	0,74	1,5	100,9																									
63310	18,27	0,64	1,7	100,8																									
63315	18,26	0,54	1,7	100,8																									
63320	18,18	0,49	1,9	100,7																									
63325	18,18	0,41	2,0	100,5																									
63330	18,14	0,36	2,2	100,4																									
63335	18,09	0,25	2,3	100,2																									
63340	18,02	0,15	2,5	100,1																									
63345	18,02	0,04	2,6	100,0																									
63350	18,00	-0,04	2,8	99,8																									
63355	17,92	-0,14	3,0	99,8																									
63360	17,92	-0,27	3,1	99,5																									
63365	17,85	-0,34	3,2	99,5																									
63370	17,69	-0,40	3,8	99,2																									
63375	17,66	-0,46	3,9	99,0																									
63380	17,58	-0,60	4,2	98,8																									
63385	17,46	-0,63	4,7	98,6																									
63390	17,31	-0,77	5,1	98,3																									
63395	17,18	-0,85	5,6	97,9																									
63400	17,07	-0,95	6,0	97,6																									
63405	16,83	-1,07	6,7	97,2																									
63410	16,66	-1,16	7,3	96,6																									
63415	16,46	-1,26	7,9	96,2																									
63420	16,24	-1,41	8,7	95,6																									
63425	16,02	-1,50	9,4	94,9																									
63430	15,74	-1,64	10,2	94,1																									
63435	15,51	-1,78	11,1	93,4																									
63440	15,21	-1,87	12,0	92,5																									
63445	14,94	-2,05	12,9	91,4																									
63450	14,62	-2,16	13,8	90,4																									
63455	14,35	-2,27	14,6	89,3																									
63460	14,00	-2,42	15,6	88,1																									
63465	13,67	-2,48	16,6	86,8																									
63470	13,35	-2,67	17,5	85,4																									
63475	12,98	-2,75	18,5	84,3																									
63480	12,59	-2,86	19,5	82,8																									
63485	12,22	-3,03	20,4	81,5																									
63490	11,84	-3,10	21,4	80,0																									
63495	11,44	-3,23	22,4	78,6																									
63500	11,04	-3,33	23,3	77,1																									
63505	10,67	-3,37	24,2	75,7																									
63510	10,21	-3,51	25,4	74,2																									
63515	9,74	-3,57	26,5	72,8																									
63520	9,27	-3,61	27,8	71,4																									
63525	8,77	-3,63	29,0	69,8																									
63530	8,27	-3,69	30,2	68,3																									
63535	7,74	-3,72	31,6	66,9																									
63540	7,26	-3,72	32,9	65,5																									
63545	6,72	-3,71	34,2	64,0																									
63550	6,16	-3,72	35,7	62,5																									
63555	5,59	-3,70	37,2	61,1																									
63560	5,06	-3,66	38,6	59,6																									
63565	4,51	-3,59	39,9	58,0																									
63570	3,93	-3,50	41,5	56,6																									
63575	3,33	-3,45	43,2	55,1																									
63580	2,74	-3,32	44,8	53,5																									
63585	2,08	-3,18	46,5	51,9																									
63590	1,46	-3,08	48,2	50,3																									
63595	0,79	-2,91	50,1	48,7																									
63600	0,14	-2,77	51,9	47,0																									
63605	-0,52	-2,63	53,7	45,3																									
63610	-1,22	-2,42	55,5	43,5																									
63615	-1,86	-2,29	57,2	41,7																									
63620	-2,52	-2,08	58,9	40,0																									
63625	-3,16	-1,86	60,4	38,2																									
63630	-3,85	-1,65	62,1	36,3																									
63635	-4,53	-1,38	63,9	34,6																									
63640	-5,19	-1,18	65,5	32,7																									
63645	-5,84	-0,90	67,1	31,0																									
63650	-6,51	-0,67	68,7	29,0																									
63655	-7,20	-0,42	70,1	27,1																									
63660	-7,83	-0,06	71,1	25,1																									
63665	-8,57	0,10	73,2	23,5																									
63670	-9,23	0,39	74,8	21,7																									
63675	-9,85	0,68	76,2	20,1																									
63680	-10,45	0,91	77,6	18,6																									
63685	-10,98	1,14	78,8	17,1																									
63690	-11,49	1,37	80,2	16,0																									
63695	-11,91	1,52	81,5	14,9																									
63700	-12,32	1,71	82,9	13,9																									
63705	-12,74	1,88	84,1	12,8																									
63710	-13,10	2,03	85,3	12,0																									
63715	-13,43	2,12	86,4	11,2																									
63720	-13,72	2,26	87,3	10,5																									
63725	-13,94	2,33	88,0	9,9																									
63730	-14,20	2,41	88,7	9,2																									
63735	-14,41	2,48	89,4	8,7																									
63740	-14,57	2,56	90,0	8,2																									
63745	-14,76	2,60	90,6	7,7																									
63750	-14,96	2,66	91,0	7,2																									
63755	-15,15	2,73	91,0	6,8																									
63760	-15,36	2,77	91,2	6,1																									
63765	-15,38	2,72	91,6	6,0																									
63770	-15,49	2,73	92,0	5,9																									
63775	-15,58	2,76	92,1	5,6																									
63780	-15,75	2,74	92,1	5,2																									
63785	-15,88	2,74	92,0	4,9																									
63790	-15,95	2,72	92,0	4,7																									
63795	-16,05	2,67	91,8	4,5																									
63800	-16,15	2,64	91,8	4,2																									
63805	-16,27	2,67	91,7	4,0																									
63810	-16,52	2,71	90,8	3,5																									
63815	-16,39	2,63	91,7	3,7																									
63820	-16,55	2,61	91,7	3,4																									
63825	-16,74	2,64	91,8	3,0																									
63830	-16,72	2,66	91,9	3,0																									
63835	-16,79	2,62	92,1	2,9																									
63840	-16,86	2,65	92,3	2,8																									
63845	-16,97	2,65	92,6	2,6																									
63850	-17,01	2,65	92,8	2,5																									
63855	-17,12	2,67	93,0	2,3																									
63860	-17,18	2,68	93,1	2,2																									
63865	-17,25	2,62	93,3	2,0																									
63870	-17,35	2,64	93,4	1,9																									
63875	-17,42	2,67	93,7	1,8																									
63880	-17,48	2,65	93,9	1,7																									
63885	-17,55	2,69	94,0	1,6																									
63890	-17,64	2,66	94,2	1,4																									
63895	-18,11	2,78	94,1	0,4																									
63900	-17,72	2,64	94,7	1,3																									
63905	-18,22	3,37	94,0	0,0																									
63910	-17,82	2,61	95,1	1,2																									
63915	-17,84	2,61	95,4	1,1																									
63920	-17,92	2,63	95,5	1,0																									
63925	-17,94	2,63	95,9	1,0																									
63930	-17,98	2,63	96,2	1,0																									
63935	-18,02	2,62	96,5	0,9																									
63940	-18,04	2,60	96,7	0,8																									
63945	-18,07	2,61	96,9	0,8																									
63950	-18,06	2,56	97,0	0,8																									
63955	-18,13	2,58	97,0	0,7																									
63960	-18,17	2,57	97,0	0,6																									
63965	-18,15	2,52	96,9	0,6																									
63970	-18,15	2,49	96,8	0,7																									
63975	-18,20	2,47	96,6	0,5																									
63980	-18,20	2,43	96,4	0,5																									
63985	-18,20	2,43	96,2	0,4																									
63990	-18,19	2,34	96,1	0,4																									
63995	-18,22	2,30	95,9	0,4																									
64000	-18,20	2,27	95,6	0,4																									
64005	-18,19	2,21	95,4	0,4																									
64010	-18,17	2,16	95,1	0,4																									
64015	-18,17	2,10	95,0	0,4																									
64020	-18,15	2,06	95,0	0,4																									
64025	-18,12	2,04	94,8	0,5																									
64030	-18,17	1,98	94,8	0,3																									
64035	-18,12	1,94	94,7	0,4																									
64040	-18,10	1,93	94,8	0,4																									
64045	-18,05	1,88	94,8	0,5																									
64050	-18,04	1,85	94,9	0,5																									
64055	-18,03	1,80	95,0	0,5																									
64060	-17,98	1,79	95,0	0,5																									
64065	-17,92	1,78	95,1	0,6																									
64070	-17,84	1,72	95,2	0,7																									
64075	-17,85	1,70	95,3	0,7																									
64080	-17,89	1,72	95,3	0,6																									
64085	-17,80	1,62	95,4	0,7																									
64090	-17,74	1,60	95,5	0,8																									
64095	-17,72	1,56	95,5	0,9																									
64100	-17,72	1,51	95,6	0,9																									
64105	-17,68	1,48	95,7	0,9																									
64110	-17,67	1,46	95,7	0,9																									
64115	-17,64	1,43	95,9	0,9																									
64120	-17,57	1,36	96,0	1,1																									
64125	-17,54	1,34	96,1	1,1																									
64130	-17,52	1,28	96,1	1,1																									
64135	-17,47	1,27	96,2	1,3																									
64140	-17,39	1,18	96,1	1,4																									
64145	-17,37	1,16	96,0	1,5																									
64150	-17,30	1,07	96,0	1,6																									
64155	-17,22	0,97	95,7	1,7																									
64160	-17,16	0,90	95,6	1,8																									
64165	-17,08	0,82	95,3	2,0																									
64170	-17,02	0,73	95,1	2,1																									
64175	-16,91	0,62	94,8	2,3																									
64180	-16,84	0,51	94,4	2,4																									
64185	-16,77	0,36	94,0	2,5																									
64190	-16,54	0,28	93,6	2,9																									
64195	-16,47	0,13	93,2	3,1																									
64200	-16,29	-0,02	92,9	3,4																									
64205	-16,18	-0,14	92,5	3,6																									
64210	-16,08	-0,19	92,1	3,9																									
64215	-15,95	-0,27	92,0	4,1																									
64220	-15,82	-0,42	91,7	4,4																									
64225	-15,67	-0,48	91,5	4,6																									
64230	-15,61	-0,51	91,3	4,7																									
64235	-15,50	-0,56	91,1	5,0																									
64240	-15,42	-0,56	90,9	5,1																									
64245	-15,35	-0,57	90,7	5,3																									
64250	-15,28	-0,58	90,5	5,3																									
64255	-15,19	-0,56	90,2	5,6																									
64260	-15,10	-0,60	89,8	5,7																									
64265	-15,01	-0,58	89,5	5,8																									
64270	-14,91	-0,52	89,3	6,0																									
64275	-14,81	-0,55	88,9	6,3																									
64280	-14,73	-0,54	88,7	6,3																									
64285	-14,62	-0,58	88,3	6,5																									
64290	-14,47	-0,57	88,1	6,9																									
64295	-14,41	-0,57	87,8	7,0																									
64300	-14,27	-0,61	87,5	7,3																									
64305	-14,17	-0,61	87,3	7,4																									
64310	-14,02	-0,68	87,0	7,8																									
64315	-13,89	-0,66	86,8	8,1																									
64320	-13,72	-0,65	86,5	8,5																									
64325	-13,58	-0,67	86,4	8,8																									
64330	-13,36	-0,71	86,2	9,3																									
64335	-13,24	-0,67	86,1	9,6																									
64340	-12,97	-0,66	86,0	10,2																									
64345	-12,74	-0,68	85,9	10,8																									
64350	-12,55	-0,69	85,6	11,3																									
64355	-12,32	-0,73	85,3	11,9																									
64360	-12,04	-0,84	85,0	12,5																									
64365	-11,78	-0,83	84,6	13,3																									
64370	-11,48	-0,93	84,2	14,1																									
64375	-11,17	-1,01	83,7	15,0																									
64380	-10,88	-1,15	83,2	15,8																									
64385	-10,58	-1,27	82,6	16,7																									
64390	-10,23	-1,41	81,8	17,6																									
64395	-9,90	-1,54	81,0	18,6																									
64400	-9,51	-1,75	80,0	19,6																									
64405	-9,13	-1,92	79,0	20,7																									
64410	-8,76	-2,15	77,9	21,7																									
64415	-8,39	-2,36	76,7	22,7																									
64420	-7,99	-2,61	75,5	23,8																									
64425	-7,56	-2,81	74,3	24,8																									
64430	-7,12	-3,07	73,0	25,8																									
64435	-6,74	-3,25	71,8	26,8																									
64440	-6,31	-3,40	70,9	27,9																									
64445	-5,97	-3,57	69,8	28,8																									
64450	-5,58	-3,79	69,1	29,7																									
64455	-5,25	-3,94	68,2	30,5																									
64460	-4,89	-4,08	67,5	31,4																									
64465	-4,57	-4,18	66,8	32,1																									
64470	-4,26	-4,23	66,4	32,9																									
64475	-4,00	-4,38	66,0	33,6																									
64480	-3,75	-4,41	65,4	34,1																									
64485	-3,52	-4,49	65,2	34,7																									
64490	-3,33	-4,53	64,7	35,2																									
64495	-3,18	-4,63	64,3	35,7																									
64500	-3,00	-4,71	64,0	36,1																									
64505	-2,89	-4,78	63,8	36,5																									
64510	-2,78	-4,89	63,5	36,9																									
64515	-2,67	-4,91	63,2	37,3																									
64520	-2,57	-4,97	62,9	37,5																									
64525	-2,53	-5,03	62,7	37,6																									
64530	-2,46	-5,09	62,2	37,8																									
64535	-2,40	-5,12	62,0	37,9																									
64540	-2,36	-5,16	61,7	37,9																									
64545	-2,36	-5,15	61,5	37,8																									
64550	-2,30	-5,11	61,3	37,8																									
64555	-2,31	-5,10	61,0	37,5																									
64560	-2,36	-5,04	61,0	37,1																									
64565	-2,38	-4,94	61,0	36,8																									
64570	-2,43	-4,81	61,1	36,5																									
64575	-2,51	-4,71	61,3	36,1																									
64580	-2,58	-4,56	61,6	35,7																									
64585	-2,69	-4,47	62,0	35,1																									
64590	-2,83	-4,22	62,6	34,8																									
64595	-2,98	-4,06	63,0	34,2																									
64600	-3,10	-3,90	63,4	33,7																									
64605	-3,24	-3,69	64,0	33,3																									
64610	-3,39	-3,55	64,6	32,7																									
64615	-3,51	-3,36	65,1	32,2																									
64620	-3,72	-3,20	65,7	31,6																									
64625	-3,85	-2,94	66,3	31,2																									
64630	-4,05	-2,78	66,9	30,5																									
64635	-4,29	-2,52	67,7	29,8																									
64640	-4,50	-2,28	68,6	29,2																									
64645	-4,78	-2,03	69,5	28,4																									
64650	-5,05	-1,78	70,5	27,6																									
64655	-5,35	-1,52	71,3	26,7																									
64660	-5,63	-1,26	72,2	25,8																									
64665	-5,92	-0,97	73,1	24,9																									
64670	-6,29	-0,65	74,0	23,9																									
64675	-6,62	-0,35	75,0	22,9																									
64680	-6,95	-0,07	75,9	21,9																									
64685	-7,28	0,22	77,1	20,9																									
64690	-7,65	0,52	78,1	19,8																									
64695	-8,02	0,84	79,2	18,6																									
64700	-8,39	1,17	80,2	17,4																									
64705	-8,78	1,55	81,3	16,1																									
64710	-9,19	1,90	82,4	14,9																									
64715	-9,64	2,27	83,6	13,5																									
64720	-10,11	2,65	84,9	12,1																									
64725	-10,57	3,02	86,0	10,6																									
64730	-11,04	3,43	87,3	9,3																									
64735	-11,55	3,83	88,4	7,8																									
64740	-12,07	4,24	89,8	6,3																									
64745	-12,53	4,54	90,8	5,0																									
64750	-12,96	4,84	92,0	3,9																									
64755	-13,36	5,11	93,0	2,8																									
64760	-13,70	5,36	94,0	1,9																									
64765	-14,01	5,43	95,0	1,1																									
64770	-14,24	5,52	95,8	0,5																									
64775	-14,38	5,61	96,7	0,2																									
64780	-14,52	5,74	97,3	-0,1																									
64785	-14,60	6,25	98,0	-0,2																									
64790	-14,61	4,95	98,6	-0,2																									
64795	-14,58	5,64	99,0	0,0																									
64800	-14,59	5,63	99,4	0,0																									
64805	-14,65	5,52	99,7	-0,1																									
64810	-14,67	5,38	99,8	-0,2																									
64815	-14,63	5,60	99,8	0,0																									
64820	-14,64	5,58	99,8	0,0																									
64825	-14,71	5,71	99,9	-0,1																									
64830	-14,73	6,01	99,8	-0,2																									
64835	-14,71	5,52	99,8	0,0																									
64840	-14,70	5,50	99,6	0,0																									
64845	-14,66	5,45	99,5	0,1																									
64850	-14,75	5,85	99,3	-0,1																									
64855	-14,74	5,74	99,1	-0,1																									
64860	-14,76	5,42	98,9	-0,1																									
64865	-14,72	5,38	98,6	0,0																									
64870	-14,76	5,36	98,3	0,0																									
64875	-14,75	5,34	98,0	0,0																									
64880	-14,74	5,32	97,7	0,1																									
64885	-14,77	5,28	97,4	0,0																									
64890	-14,75	5,26	96,9	0,1																									
64895	-14,80	5,23	96,6	-0,1																									
64900	-14,79	5,28	96,1	0,0																									
64905	-14,80	5,23	95,9	0,1																									
64910	-14,81	5,19	95,6	0,1																									
64915	-14,85	5,23	95,2	-0,1																									
64920	-14,87	5,29	95,0	-0,1																									
64925	-14,88	5,29	94,8	-0,1																									
64930	-14,88	5,28	94,6	0,0																									
64935	-14,89	5,24	94,5	0,0																									
64940	-14,91	5,30	94,5	0,0																									
64945	-14,94	5,33	94,4	-0,1																									
64950	-14,92	5,35	94,4	-0,1																									
64955	-14,93	5,32	94,4	0,0																									
64960	-14,99	5,40	94,4	-0,1																									
64965	-15,00	5,42	94,4	0,0																									
64970	-14,97	5,38	94,4	0,1																									
64975	-15,02	5,44	94,4	0,0																									
64980	-15,06	5,49	94,5	-0,1																									
64985	-15,06	5,53	94,4	-0,1																									
64990	-15,04	5,49	94,4	0,1																									
64995	-15,06	5,51	94,5	0,0																									
65000	-15,14	5,61	94,4	-0,1																									
65005	-15,17	5,19	94,5	-0,1																									
65010	-15,21	5,76	94,3	-0,1																									
65015	-15,19	5,63	94,2	0,0																									
65020	-15,24	5,70	94,1	-0,1																									
65025	-15,24	5,65	94,0	0,0																									
65030	-15,28	5,71	93,8	0,0																									
65035	-15,29	5,73	93,5	0,0																									
65040	-15,31	5,67	93,4	0,0																									
65045	-15,37	5,73	93,2	-0,1																									
65050	-15,38	5,66	93,1	0,0																									
65055	-15,37	5,65	92,9	0,1																									
65060	-15,41	5,71	92,7	-0,1																									
65065	-15,40	5,66	92,5	0,0																									
65070	-15,43	5,66	92,3	0,0																									
65075	-15,42	5,59	92,2	0,1																									
65080	-15,45	5,63	92,2	0,0																									
65085	-15,46	5,60	91,9	0,1																									
65090	-15,47	5,61	91,8	0,0																									
65095	-15,47	5,61	91,8	0,0																									
65100	-15,47	5,61	91,7	0,1																									
65105	-15,48	5,61	91,6	0,1																									
65110	-15,50	5,63	91,5	0,0																									
65115	-15,50	5,66	91,5	0,0																									
65120	-15,51	5,71	91,4	0,0																									
65125	-15,54	5,73	91,4	0,0																									
65130	-15,54	5,78	91,4	0,0																									
65135	-15,54	5,74	91,5	0,1																									
65140	-15,57	5,76	91,5	0,0																									
65145	-15,57	5,76	91,4	0,0																									
65150	-15,55	5,77	91,3	0,1																									
65155	-15,60	5,81	91,2	0,0																									
65160	-15,57	5,79	91,1	0,0																									
65165	-15,63	5,88	90,9	-0,1																									
65170	-15,63	5,85	90,8	0,0																									
65175	-15,62	5,88	90,4	0,0																									
65180	-15,62	5,88	90,2	0,1																									
65185	-15,65	5,95	89,9	0,0																									
65190	-15,66	5,94	89,6	0,0																									
65195	-15,64	5,97	89,3	0,0																									
65200	-15,67	5,99	89,0	0,1																									
65205	-15,71	6,04	88,4	0,0																									
65210	-15,69	6,12	87,8	0,0																									
65215	-15,73	6,19	87,1	-0,1																									
65220	-15,70	6,16	86,4	0,0																									
65225	-15,71	6,30	85,8	0,0																									
65230	-15,74	6,23	84,9	-0,1																									
65235	-15,74	6,32	84,1	-0,1																									
65240	-15,71	6,39	83,5	0,0																									
65245	-15,70	6,30	82,9	0,0																									
65250	-15,70	6,44	82,3	-0,1																									
65255	-15,64	6,36	81,9	0,0																									
65260	-15,64	6,44	81,6	0,0																									
65265	-15,66	6,50	81,4	-0,1																									
65270	-15,62	6,52	81,1	0,0																									
65275	-15,58	6,50	80,9	0,0																									
65280	-15,61	6,58	80,5	0,0																									
65285	-15,60	6,59	80,1	0,0																									
65290	-15,59	6,90	79,6	-0,1																									
65295	-15,53	6,65	79,0	0,0																									
65300	-15,54	6,73	78,3	0,0																									
65305	-15,54	6,75	77,5	0,0																									
65310	-15,55	6,88	76,6	0,0																									
65315	-15,51	6,99	75,6	0,0																									
65320	-15,48	6,96	74,5	0,0																									
65325	-15,49	7,02	73,2	0,1																									
65330	-15,49	7,09	71,6	0,0																									
65335	-15,51	7,31	69,9	-0,1																									
65340	-15,40	7,26	68,1	0,0																									
65345	-15,38	7,42	66,2	0,0																									
65350	-15,33	7,51	64,2	0,0																									
65355	-15,27	7,66	62,0	0,0																									
65360	-15,15	7,72	59,9	0,1																									
65365	-15,18	7,98	57,6	0,0																									
65370	-15,12	8,16	55,4	0,0																									
65375	-15,00	8,34	53,0	0,0																									
65380	-14,99	8,60	50,7	0,0																									
65385	-14,81	8,82	48,5	0,1																									
65390	-14,75	9,10	46,5	0,0																									
65395	-14,65	9,27	44,6	0,1																									
65400	-14,49	9,51	42,8	0,1																									
65405	-14,37	9,65	41,1	0,1																									
65410	-14,28	9,81	39,4	0,1																									
65415	-14,17	9,92	37,6	0,1																									
65420	-14,09	10,18	35,8	0,1																									
65425	-13,89	10,39	33,8	0,1																									
65430	-13,90	10,64	31,7	0,1																									
65435	-13,76	10,87	29,6	0,1																									
65440	-13,68	11,11	27,2	0,1																									
65445	-13,47	11,39	24,9	0,1																									
65450	-13,41	11,69	23,3	0,1																									
65455	-13,46	11,81	21,6	0,1																									
65460	-13,17	12,25	19,7	0,1																									
65465	-13,03	12,47	18,1	0,1																									
65470	-12,82	12,81	16,5	0,1																									
65475	-12,62	12,82	15,0	0,2																									
65480	-12,73	13,10	13,4	0,2																									
65485	-12,16	13,35	12,0	0,2																									
65490	-12,28	13,42	10,8	0,2																									
65495	-11,83	13,73	9,6	0,2																									
65500	-11,91	13,77	8,5	0,2																									
65505	-11,68	13,71	7,4	0,2																									
65510	-11,91	13,76	6,5	0,2																									
65515	-11,56	13,88	5,6	0,2																									
65520	-11,49	13,85	4,8	0,2																									
65525	-11,24	14,43	3,9	0,1																									
65530	-11,33	14,07	3,1	0,2																									
65535	-10,34	13,45	2,5	0,2																									
65540	-10,15	15,80	1,9	0,1																									
65545	-8,95	13,66	1,4	0,2																									
65550	-8,19	10,55	0,5	0,2																									
65555	-168,00	988,49	-0,2	0,2																									
65560	3,88	11,59	0,1	0,1																									
65565	-10,02	6,41	0,4	0,2																									
65570	-10,70	-12,04	0,0	0,2																									
65575	0,09	-0,04	0,2	0,2																									
65580	-15,57	-0,33	0,3	0,2																									
65585	-18,48	-8,08	0,1	0,2																									
65590	2,00	4,17	0,0	0,2																									
65595	-14,92	-3,56	0,2	0,2																									
65600	-13,32	-2,07	0,3	0,1																									
65605	-15,07	3,87	0,1	0,1																									
65610	-11,86	-5,64	0,3	0,2																									
65615	-17,65	0,05	0,2	0,1																									
65620	-22,10	0,05	0,0	0,1																									
65625	-15,42	0,66	0,3	0,1																									
65630	-12,73	7,04	0,2	0,2																									
65635	0,11	-3,77	0,1	0,2																									
65640	-4,52	2,17	0,1	0,1																									
65645	-13,42	4,98	0,1	0,2																									
65650	-15,11	-3,54	0,3	0,1																									
65655	-8,13	3,47	0,2	0,2																									
65660	-14,31	-4,04	0,2	0,1																									
65665	-21,26	-5,55	0,2	0,2																									
65670	-8,77	5,32	0,2	0,2																									
65675	-10,49	0,75	0,2	0,2																									
65680	-3,26	0,76	0,2	0,3																									
65685	-23,53	5,73	0,1	0,1																									
65690	-14,17	-1,58	0,3	0,1																									
65695	-13,46	0,57	0,2	0,1																									
65700	-10,33	2,56	0,3	0,2																									
65705	-10,32	-0,14	0,2	0,2																									
65710	-9,90	2,27	0,2	0,2																									
65715	-11,06	-0,65	0,2	0,2																									
65720	-6,96	0,26	0,2	0,2																									
65725	-3,86	0,34	0,2	0,2																									
65730	-13,46	0,57	0,2	0,1																									
65735	-24,31	1,76	0,1	0,1																									
65740	-14,51	0,76	0,2	0,2																									
65745	-11,96	-0,78	0,2	0,1																									
65750	-12,43	1,43	0,2	0,2																									
65755	-19,25	7,58	0,2	0,1																									
65760	-11,52	-1,68	0,2	0,2																									
65765	-4,23	1,76	0,1	0,2																									
65770	-11,07	1,96	0,2	0,2																									
65775	-7,08	3,79	0,2	0,2																									
65780	-11,29	3,70	0,2	0,2																									
65785	-9,27	-1,85	0,1	0,2																									
65790	-13,78	2,36	0,1	0,2																									
65795	-11,71	6,13	0,1	0,1																									
65800	-12,79	1,67	0,2	0,2																									
65805	-9,90	2,27	0,2	0,2																									
65810	-13,79	2,96	0,3	0,2																									
65815	-5,62	3,12	0,3	0,3																									
65820	-10,49	0,75	0,2	0,2																									
65825	-11,41	2,15	0,2	0,2																									
65830	-10,54	2,56	0,2	0,2																									
65835	-13,09	-0,19	0,1	0,2																									
65840	-12,79	1,67	0,2	0,2																									
65845	-18,27	1,36	0,2	0,1																									
65850	-11,29	3,70	0,2	0,2																									
65855	-13,43	-2,88	0,1	0,2																									
65860	-6,22	3,05	0,2	0,2																									
65865	-24,31	1,76	0,1	0,1																									
65870	-11,41	9,42	0,1	0,2																									
65875	-9,19	0,64	0,1	0,1																									
65880	-19,32	3,45	0,2	0,1																									
65885	-12,12	1,90	0,2	0,2																									
65890	-9,16	5,60	0,1	0,2																									
65895	-13,78	2,36	0,1	0,2																									
65900	-17,65	0,05	0,2	0,1																									
65905	-15,36	1,73	0,2	0,2																									
65910	-11,27	0,81	0,2	0,2																									
65915	-13,51	2,35	0,2	0,2																									
65920	-10,76	0,27	0,2	0,2																									
65925	-11,89	1,70	0,3	0,2																									
65930	-41,16	11,52	0,1	0,1																									
65935	-14,26	0,71	0,1	0,2																									
65940	-15,89	0,80	0,2	0,2																									
65945	-13,46	0,57	0,2	0,1																									
65950	-13,80	5,91	0,2	0,1																									
65955	-13,80	5,91	0,2	0,1																									
65960	-17,68	3,00	0,2	0,1																									
65965	-11,17	2,06	0,2	0,2																									
65970	-7,78	2,25	0,2	0,2																									
65975	-17,78	0,93	0,2	0,2																									
65980	-13,44	8,16	0,2	0,2																									
65985	-12,20	8,52	0,1	0,1																									
65990	-15,13	-0,40	0,2	0,1																									
65995	-19,27	0,75	0,2	0,1																									
66000	-15,29	2,82	0,1	0,2																									
66005	-12,40	6,73	0,2	0,2																									
66010	-7,28	3,91	0,2	0,2																									
66015	-11,06	-0,65	0,2	0,2																									
66020	-6,70	2,19	0,2	0,3																									
66025	-11,88	0,07	0,2	0,2																									
66030	-15,36	1,73	0,2	0,2																									
66035	-10,36	1,17	0,2	0,2																									
